street_number,street_name,city,zip_code,category,building_type,living_area,total_value,year_built,price_per_sft
103,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2364,640400,1920,270
102,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1125,499400,1920,443
98,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1468,614600,1920,418
96,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1008,541800,1955,537
5,NORWAY PK,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1414,532200,1955,376
17,NORWAY PK,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1728,508000,1955,293
21,NORWAY PK,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2116,544600,1880,257
25,NORWAY PK,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,980,530000,1950,540
27,NORWAY PK,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2156,946000,1890,438
31,NORWAY PK,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1704,551400,1920,323
35,NORWAY PK,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1632,558200,1950,342
69,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1346,414300,1929,307
73,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Bw - Bungalow,1489,370200,1930,248
246,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1680,565600,1931,336
242,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1566,571900,1935,365
240,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1769,535800,1935,302
232,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1590,639100,1960,401
230,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Vt - Victorian,2583,717000,1900,277
226,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Vt - Victorian,2272,710700,1900,312
220,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,3310,808300,1900,244
218,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2137,564200,1960,264
216,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1428,602700,1960,422
214,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1372,501500,1960,365
212,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1372,462600,1960,337
47,HIGHLAND ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2094,682900,1890,326
63,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1946,568200,1960,291
67,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1612,696600,1961,432
71,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1514,561400,1961,370
75,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1950,630100,1960,323
85,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,2087,655100,1971,313
101,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1588,496100,1903,312
105,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,1914,505500,1890,264
49,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1198,431600,1962,360
292,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2891,754400,1920,260
290,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1414,519900,1954,367
288,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1539,552600,1945,359
286,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2243,833000,1945,371
284,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1865,496500,1945,266
282,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1323,687900,1945,519
276,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1402,562700,1960,401
268,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,3372,790200,1856,234
121,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,3058,989800,2014,323
266,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1428,763000,1960,534
264,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1387,466800,1962,336
260,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,3491,743600,1856,213
256,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1450,479400,1964,330
84,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1372,504800,1965,367
80,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1134,522200,1958,460
109,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1305,464400,1950,355
115,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1298,474700,1959,365
119,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1852,490600,1950,264
125,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1541,584000,1950,378
127,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1387,476600,1961,343
133,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1274,520400,1955,408
137,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1794,516700,1950,288
141,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1847,725400,1950,392
145,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1248,575600,1950,461
149,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1274,497800,1946,390
310,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,3524,413200,1935,117
308,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1568,516000,1965,329
304,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1568,504200,1963,321
306,FAIRMOUNT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2094,674600,1963,322
56,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1008,620300,1950,615
52,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1266,516100,1950,407
48,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1190,443000,1950,372
44,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1104,527700,1952,477
40,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1421,635600,1967,447
5,PROSPECT CI,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1628,612100,1965,375
9,PROSPECT CI,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1636,529800,1965,323
15,PROSPECT CI,Hyde Park,2136,Single Fam Dwelling,Tl - Tri-Level,1006,675200,1964,671
14,PROSPECT CI,Hyde Park,2136,Single Fam Dwelling,Sl - Split Level,1052,548200,1965,521
10,PROSPECT CI,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2620,737300,1965,281
6,PROSPECT CI,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1826,614000,1964,336
34,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1240,527600,1960,425
20,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2592,1090300,1935,420
16,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1382,498700,1964,360
5,RAYNES RD,Hyde Park,2136,Single Fam Dwelling,Sl - Split Level,1274,589000,1956,462
9,RAYNES RD,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1188,627400,1956,528
15,RAYNES RD,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1272,630500,1965,495
14,RAYNES RD,Hyde Park,2136,Single Fam Dwelling,Sl - Split Level,1117,584400,1964,523
10,RAYNES RD,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1288,513900,1964,398
6,RAYNES RD,Hyde Park,2136,Single Fam Dwelling,Sl - Split Level,1306,632100,1956,483
8,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1456,532300,1965,365
124,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Bw - Bungalow,1293,476700,1935,368
120,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,816,452900,1958,555
118,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1433,526100,1959,367
116,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1387,540700,1960,389
112,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,2740,656500,1900,239
72,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1728,847700,1995,490
1,SUMMIT CI,Hyde Park,2136,Single Fam Dwelling,Tl - Tri-Level,1681,489200,1968,290
5,SUMMIT CI,Hyde Park,2136,Single Fam Dwelling,Tl - Tri-Level,1301,517400,1968,397
9,SUMMIT CI,Hyde Park,2136,Single Fam Dwelling,Tl - Tri-Level,1584,510800,1968,322
10,SUMMIT CI,Hyde Park,2136,Single Fam Dwelling,Sl - Split Level,1584,518400,1968,327
6,SUMMIT CI,Hyde Park,2136,Single Fam Dwelling,Sl - Split Level,1587,757600,1968,477
64,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1414,653900,1925,462
60,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1591,571200,1960,358
58,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2466,607000,1835,246
9,FARWELL AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1541,533000,1955,345
15,FARWELL AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1591,599100,1955,376
19,FARWELL AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1606,636600,1955,396
45,FARWELL AV,Hyde Park,2136,Single Fam Dwelling,Sl - Split Level,1092,630600,1955,577
147,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1388,580600,1955,418
149,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Vt - Victorian,2364,1000200,1900,423
11,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,3200,1024300,1915,320
25,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,2445,613500,1969,250
33,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1612,716800,1922,444
37,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1707,586100,1940,343
41,PROSPECT AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2110,633300,1961,300
45,PROSPECT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1550,613600,1920,395
18,WARREN PK,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1623,627100,1968,386
10,WARREN PK,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1724,578700,1963,335
6,WARREN PK,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1568,623300,1962,397
2,WARREN PK,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1660,615500,1962,370
144,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1448,622400,1930,429
140,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1717,519600,1935,302
136,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1432,513700,1924,358
3,PROSPECT PK,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1416,601800,1960,425
5,PROSPECT PK,Hyde Park,2136,Single Fam Dwelling,Tl - Tri-Level,2098,557300,1960,265
11,PROSPECT PK,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2198,558400,1954,254
16,PROSPECT PK,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,960,478400,1962,498
12,PROSPECT PK,Hyde Park,2136,Single Fam Dwelling,Tl - Tri-Level,1330,505900,1960,380
8,PROSPECT PK,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1300,575500,1960,442
4,PROSPECT PK,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1428,528500,1960,370
54,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Bw - Bungalow,1419,525800,1920,370
50,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Bw - Bungalow,1058,549900,1920,519
46,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1590,536600,1935,337
123,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1324,553200,1955,417
125,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1134,445500,1955,392
127,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Bw - Bungalow,736,452500,1950,614
131,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1472,491600,1935,333
135,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1684,750100,1935,445
139,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1652,536700,1955,324
143,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1683,688400,1935,409
34,FARWELL AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1363,501800,1959,367
30,FARWELL AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1457,489500,1959,335
22,FARWELL AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1414,627600,1955,443
18,FARWELL AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2063,590800,1956,286
14,FARWELL AV,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1455,445900,1950,306
10,FARWELL AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1489,479700,1925,322
6,FARWELL AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1064,412100,1925,387
120,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2956,797000,1900,269
30,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1392,652000,1940,468
28,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2156,636400,1945,295
32,LOCHLAND RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1275,502600,1950,394
30,LOCHLAND RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1510,539500,1930,357
28,LOCHLAND RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,750,461200,1955,614
8,LOCHLAND RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1428,509800,1949,357
136,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2300,940000,1915,408
9,LOCHLAND RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2083,790500,1930,379
15,LOCHLAND RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1764,577200,1929,327
21,LOCHLAND RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1575,548100,1945,348
23,LOCHLAND RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,3377,646400,1997,191
25,LOCHLAND RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1591,608900,1940,382
29,LOCHLAND RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1152,494500,1955,429
35,LOCHLAND RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1050,436800,1955,416
24,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1275,468900,1950,367
20,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1644,652000,1950,396
16,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1104,527700,1952,477
10,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1085,586400,1943,540
4,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1497,469400,1940,313
102,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,1092,563600,1971,516
34,SPRING HILL RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1962,535400,1910,272
32,SPRING HILL RD,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1080,469000,1961,434
28,SPRING HILL RD,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1080,524600,1961,485
24,SPRING HILL RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2029,611200,1885,301
22,SPRING HILL RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2472,800700,1876,323
12,SPRING HILL RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1776,608600,1898,342
8,SPRING HILL RD,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,1849,507000,1950,274
111,HIGHLAND ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1845,732000,1996,396
117,HIGHLAND ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1668,589400,1969,353
121,HIGHLAND ST,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,1988,569000,1969,286
125,HIGHLAND ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1668,671900,1969,402
955,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,1988,569700,1969,286
965,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,2065,850600,1969,411
5,BRUSHWOOD CI,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1644,599900,1969,364
9,BRUSHWOOD CI,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,2121,582700,1969,274
15,BRUSHWOOD CI,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1965,734200,1969,373
14,BRUSHWOOD CI,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,2700,701500,1969,259
10,BRUSHWOOD CI,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,2056,591100,1969,287
6,BRUSHWOOD CI,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,2062,599300,1969,290
975,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,2639,740100,1969,280
9,TERESA TE,Hyde Park,2136,Single Fam Dwelling,Tl - Tri-Level,2842,847900,1993,298
13,TERESA TE,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,3336,1294200,1993,387
17,TERESA TE,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,3398,1165800,1993,343
21,TERESA TE,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2384,941000,1993,394
995,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cn - Contemporary,1844,843200,1989,457
999,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1822,833000,1932,457
7,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1440,526200,1930,365
11,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1488,498500,1930,335
15,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1440,544900,1930,378
19,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1560,503800,1930,322
23,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1440,591500,1930,410
33,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1296,576900,1945,445
39,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1555,597200,1990,384
41,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1568,644600,1951,411
45,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1015,530300,1951,522
49,SUMMIT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1209,497300,1951,411
108,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2827,777500,1864,275
104,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1274,575000,1955,451
80,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1446,689300,1950,476
101,HIGHLAND ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2510,515000,1890,205
9,SPRING HILL RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2059,598200,1886,290
11,SPRING HILL RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1346,521900,1950,387
19,SPRING HILL RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2219,858400,1910,386
92,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1932,575400,1884,297
86,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1737,513500,1900,295
82,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1916,568900,1905,296
134,HIGHLAND ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2122,923400,1918,435
126,HIGHLAND ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1857,698500,1916,375
118,HIGHLAND ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2262,611200,1915,270
112,HIGHLAND ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2724,619000,1874,227
106,HIGHLAND ST,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,1907,565400,1985,296
104,HIGHLAND ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2310,642500,1910,278
64,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2256,658600,1880,291
60,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2753,673400,1895,244
58,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1387,599700,1960,432
56,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1607,527700,1960,328
54,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1657,546800,1960,329
1,MILTON TE,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,1710,547800,1962,320
5,MILTON TE,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2096,668100,1859,318
9,MILTON TE,Hyde Park,2136,Single Fam Dwelling,Tl - Tri-Level,1628,689500,1965,423
18,MILTON TE,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,1840,512300,1962,278
14,MILTON TE,Hyde Park,2136,Single Fam Dwelling,Sl - Split Level,2545,851900,1962,334
10,MILTON TE,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1092,493300,1962,451
6,MILTON TE,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1564,571000,1962,365
2,MILTON TE,Hyde Park,2136,Single Fam Dwelling,Tl - Tri-Level,1439,492100,1962,341
44,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Tl - Tri-Level,1718,536100,1962,311
38,MILTON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2236,827700,1867,370
71,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2565,630700,1867,245
75,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2372,664300,1866,280
83,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2472,669300,1905,270
97,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2151,548600,1869,255
907,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1686,705800,1945,418
917,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,3396,987800,1925,290
921,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2436,683800,1924,280
9,NORRIS RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1372,656500,1952,478
19,NORRIS RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1450,622300,1952,429
23,NORRIS RD,Hyde Park,2136,Single Fam Dwelling,Sl - Split Level,3742,665400,1956,177
16,NORRIS RD,Hyde Park,2136,Single Fam Dwelling,Sl - Split Level,1804,630100,1957,349
12,NORRIS RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1421,726500,1952,511
8,NORRIS RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1682,605000,1974,359
933,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cn - Contemporary,2433,930600,1929,382
935,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2089,774300,1888,370
938,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,3353,1199100,1925,357
934,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1816,686800,1915,378
920,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1930,962600,1945,498
908,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1972,849500,1925,430
888,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2987,835200,1890,279
892,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,3181,1128900,2019,354
119,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1656,446500,1924,269
121,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2725,552500,1903,202
131,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1635,635000,1880,388
3,NEW BEDFORD ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1075,511400,1950,475
7,NEW BEDFORD ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1389,522700,1950,376
29,NEW BEDFORD ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1956,675900,1946,345
7,CORCORAN DR,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,1869,589400,1970,315
11,CORCORAN DR,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,1829,549000,1970,300
10,CORCORAN DR,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,1917,602400,1970,314
6,CORCORAN DR,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,1988,651100,1970,327
35,NEW BEDFORD ST,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,1988,582200,1972,292
39,NEW BEDFORD ST,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,1965,625300,1972,318
36,NEW BEDFORD ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1380,575500,1935,417
32,NEW BEDFORD ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1727,546700,1920,316
26,NEW BEDFORD ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2358,719200,1920,305
20,NEW BEDFORD ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1584,631700,1920,398
14,NEW BEDFORD ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1680,629000,1924,374
139,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2122,492500,1900,232
