street_number,street_name,city,zip_code,category,building_type,living_area,total_value,year_built,price_per_sft
52,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cv - Conventional,2364,830900,1915,351
44,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cp - Cape,1513,631900,1915,417
16,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1823,624500,1915,342
6,WALLEY ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1236,563500,1900,455
2,WALLEY ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1859,552700,1940,297
232,LEYDEN ST,East Boston,2128,Single Fam Dwelling,Rr - Raised Ranch,1100,628800,1960,571
220,LEYDEN ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1188,521900,1900,439
214,LEYDEN ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1742,880700,1900,505
210,LEYDEN ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,3819,892600,1900,233
198,LEYDEN ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1511,738900,1890,488
140,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Bw - Bungalow,936,605300,1918,646
98,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1938,927500,1910,478
188,LEYDEN ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1572,505600,1900,321
178,LEYDEN ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1752,590500,1900,337
176,LEYDEN ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1824,636100,1900,348
174,LEYDEN ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2174,721300,1900,331
172,LEYDEN ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2339,774100,1900,330
10,SELMA ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2407,855900,1915,355
99,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2379,696600,1915,292
101,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1934,682500,1920,352
113,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2457,756500,1928,307
125,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cp - Cape,528,390100,1938,738
129,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cv - Conventional,1553,656300,1920,422
94,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1781,851100,1936,477
48,ORIENT AV,East Boston,2128,Single Fam Dwelling,Bw - Bungalow,1382,642300,1930,464
51,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1408,624300,1925,443
89,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1940,818700,1910,422
219,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1546,769400,1915,497
223,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1546,744700,1915,481
235,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Sl - Split Level,1565,733100,1955,468
248,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1420,812700,1940,572
244,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1786,811300,1979,454
236,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2039,869700,1942,426
232,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1938,810400,1934,418
216,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1889,782600,1925,414
208,ORIENT AV,East Boston,2128,Single Fam Dwelling,Bw - Bungalow,1940,1062600,1935,547
194,ORIENT AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,2113,983700,1955,465
190,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2923,1196600,1920,409
186,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,3404,1030000,1948,302
182,ORIENT AV,East Boston,2128,Single Fam Dwelling,Bw - Bungalow,1820,889700,1920,488
176,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,2534,883100,1935,348
170,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2324,1086100,1925,467
166,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1898,883900,1925,465
128,LEYDEN ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1838,708800,1936,385
100,LEYDEN ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1892,696000,1925,367
74,LEYDEN ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1600,572600,1910,357
208,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cv - Conventional,979,549500,1893,561
192,GLADSTONE ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2112,700100,1915,331
223,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2784,904700,1928,324
225,ORIENT AV,East Boston,2128,Single Fam Dwelling,Bw - Bungalow,1696,589700,1932,347
33,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Bw - Bungalow,2503,752000,1939,300
37,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1280,797600,1950,623
41,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1295,560300,1950,432
43,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1806,866600,1935,479
51,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,3572,1323100,1940,370
55,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1115,524200,1948,470
61,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1221,646200,1960,529
63,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1242,698300,1930,562
24,DRUMLIN RD,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1128,546900,1930,484
20,DRUMLIN RD,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1534,652100,1920,424
165,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,2470,760400,1920,307
169,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1731,674800,1920,389
173,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,2034,828700,1951,407
177,ORIENT AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1632,693300,1945,424
183,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1766,1012200,1950,573
187,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2456,1000000,1928,407
191,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1683,754300,1947,448
195,ORIENT AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,972,707400,1952,727
29,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2016,974200,2004,483
205,ORIENT AV,East Boston,2128,Single Fam Dwelling,Bw - Bungalow,2774,1130900,1927,407
45,SEA VIEW AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1626,918900,1948,564
92,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cp - Cape,1142,510700,1945,447
88,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cp - Cape,1225,582700,1952,475
84,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1768,642100,1933,363
80,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1978,830600,1948,419
76,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Rn - Ranch,2311,640600,1961,277
72,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cp - Cape,1394,627700,1952,450
68,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Rr - Raised Ranch,1288,745100,2015,578
64,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1534,702800,1933,458
56,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1532,743700,1930,485
50,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Rr - Raised Ranch,966,544900,1976,564
44,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1150,593800,1960,516
38,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2100,854600,2001,406
36,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cp - Cape,1099,634900,1950,577
9,SEA VIEW AV,East Boston,2128,Single Fam Dwelling,Rr - Raised Ranch,1416,745400,1980,526
23,SEA VIEW AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1176,680100,1964,578
27,SEA VIEW AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1417,630600,1928,445
31,SEA VIEW AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2476,802100,1930,323
39,SEA VIEW AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2000,783400,1928,391
144,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Sl - Split Level,2197,674700,1958,307
142,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2846,962000,1989,337
138,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1949,619600,1968,317
132,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,3457,1187700,1963,343
116,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1116,386600,1925,346
108,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1100,639100,1952,581
104,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1050,419500,1951,399
96,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Rr - Raised Ranch,918,422300,1962,460
92,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Rr - Raised Ranch,1120,504100,1960,450
80,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Rr - Raised Ranch,1446,511000,1960,353
64,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1786,665600,1955,372
60,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1625,594400,1952,365
56,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1387,572900,1951,412
46,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1489,632300,1955,424
44,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1458,639200,2001,438
40,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1402,727700,1932,519
36,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2352,633100,1920,269
32,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1236,537600,1940,434
28,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1518,638500,1958,420
24,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,2000,599500,1970,299
20,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1196,403500,1900,337
15,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cv - Conventional,1090,487400,1900,446
39,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Sl - Split Level,2730,689000,1979,252
43,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1349,740100,1915,548
49,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,3257,721300,1950,221
51,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1368,720600,1900,526
55,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1652,768400,1900,465
59,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1791,662000,1952,369
73,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1185,504200,1900,425
77,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1910,867800,2013,454
79,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1587,568000,1900,357
81,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1910,856500,2013,448
91,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,3350,920300,1928,274
103,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1248,501300,1928,401
107,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1136,650400,1950,572
109,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,2406,844100,1952,350
111,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1212,511500,1962,422
113,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1056,555100,1955,525
3,CRESTWAY RD,East Boston,2128,Single Fam Dwelling,Cp - Cape,1437,569800,1944,396
9,CRESTWAY RD,East Boston,2128,Single Fam Dwelling,Cp - Cape,1370,565400,1950,412
15,CRESTWAY RD,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1040,602200,1955,579
14,CRESTWAY RD,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2729,732500,1900,268
117,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2392,927900,1989,387
121,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1425,531500,1960,372
123,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1305,574200,1960,439
125,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1880,533600,1939,283
154,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1578,641400,1930,406
150,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1589,642300,1930,404
148,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Sl - Split Level,1352,714200,1965,528
144,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Rr - Raised Ranch,2589,752900,1940,290
124,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2089,680300,1937,325
120,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1820,707800,1950,388
116,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2373,928300,1933,391
112,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1405,484300,1950,344
104,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1832,640500,1964,349
100,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1248,573100,1940,459
96,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2443,956100,1987,391
84,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1111,507200,1926,456
74,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1280,489900,1920,382
68,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1312,526500,1938,401
64,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1595,555100,1900,348
60,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1786,827700,1940,463
48,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1855,715500,1940,385
44,FAYWOOD AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1960,741200,1930,378
33,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1562,691800,1950,442
15,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1296,624000,1928,481
31,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cp - Cape,573,450500,1900,786
33,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cn - Contemporary,1754,927600,1989,528
35,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cn - Contemporary,2481,824300,1980,332
51,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cn - Contemporary,2616,1157000,1980,442
53,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1364,732100,1940,536
61,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cp - Cape,1164,612300,1950,525
65,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1178,626400,1950,531
101,BEACHVIEW RD,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1488,776700,1950,521
76,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1416,686000,1930,484
72,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1676,760400,1983,453
68,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1334,671300,1930,503
64,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,3426,1136400,1950,331
56,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1179,663000,1950,562
48,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1187,612500,1955,515
40,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2028,936800,1960,461
32,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1561,779100,1930,499
28,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1920,906000,2010,471
24,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1650,955700,1940,579
20,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,3632,1258000,2010,346
16,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1820,731600,1930,401
12,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,3067,876900,1930,285
8,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2246,878300,1935,391
4,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1586,760600,1948,479
2,MONTMORENCI AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2166,905200,1940,417
251,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1605,796800,1920,496
255,ORIENT AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1485,608000,1930,409
97,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,1247,487500,1960,390
93,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1549,714100,1900,460
91,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cn - Contemporary,1955,791800,1999,404
65,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1428,555700,1955,389
61,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,2277,660000,1960,289
53,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,2346,986500,1978,420
45,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,4083,1127900,1956,276
37,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1516,637500,1915,420
27,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Rn - Ranch,960,530800,1967,552
23,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1856,610100,1900,328
17,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1624,742200,1901,457
15,WALDEMAR AV,East Boston,2128,Single Fam Dwelling,Cp - Cape,1881,826900,1940,439
69,LEXINGTON ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1196,589300,1900,492
44,PRINCETON ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2346,812100,1852,346
311,MERIDIAN ST,East Boston,2128,Single Fam Dwelling,Rm - Row Middle,1852,755300,1900,407
17,TRENTON ST,East Boston,2128,Single Fam Dwelling,Rm - Row Middle,1758,700200,1900,398
26,LEXINGTON ST,East Boston,2128,Single Fam Dwelling,Sd - Semi-Det,1784,470500,1875,263
36,TRENTON ST,East Boston,2128,Single Fam Dwelling,Cv - Conventional,1854,608600,1900,328
26,TRENTON ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1764,534700,1925,303
37,MARION ST,East Boston,2128,Single Fam Dwelling,Rm - Row Middle,806,464900,1984,576
39,MARION ST,East Boston,2128,Single Fam Dwelling,Rm - Row Middle,806,438500,1984,543
41,MARION ST,East Boston,2128,Single Fam Dwelling,Rm - Row Middle,806,435800,1984,540
43,MARION ST,East Boston,2128,Single Fam Dwelling,Re - Row End,806,512300,1984,635
1,MARION PL,East Boston,2128,Single Fam Dwelling,Cl - Colonial,940,340000,1880,361
4,MARION PL,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1020,422400,1911,414
5,MARION PL,East Boston,2128,Single Fam Dwelling,Sd - Semi-Det,1537,498000,1880,323
6,MARION PL,East Boston,2128,Single Fam Dwelling,Sd - Semi-Det,1101,399200,1880,362
8,MARION PL,East Boston,2128,Single Fam Dwelling,Sd - Semi-Det,950,393900,1880,414
34,EUTAW ST,East Boston,2128,Single Fam Dwelling,Re - Row End,1102,469700,1880,426
32,EUTAW ST,East Boston,2128,Single Fam Dwelling,Rm - Row Middle,1064,662900,1880,623
30,EUTAW ST,East Boston,2128,Single Fam Dwelling,Re - Row End,1519,462800,1880,304
28,EUTAW ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1628,522800,1900,321
9,MARION ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,888,497400,1880,560
26,MARION ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2045,607500,1880,297
18,MARION ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1732,503500,1880,290
16,MARION ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1582,474700,1899,300
31,WHITE ST,East Boston,2128,Single Fam Dwelling,Rm - Row Middle,2160,585000,1880,270
33,WHITE ST,East Boston,2128,Single Fam Dwelling,Rm - Row Middle,1368,667200,1920,487
37,WHITE ST,East Boston,2128,Single Fam Dwelling,Cv - Conventional,1923,535900,1890,278
39,WHITE ST,East Boston,2128,Single Fam Dwelling,Vt - Victorian,1860,720800,1870,387
43,WHITE ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1738,687900,1890,395
52,MONMOUTH ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1974,744900,1900,377
46,MONMOUTH ST,East Boston,2128,Single Fam Dwelling,Rm - Row Middle,1728,848800,1880,491
44,MONMOUTH ST,East Boston,2128,Single Fam Dwelling,Rm - Row Middle,1728,515000,1880,298
42,MONMOUTH ST,East Boston,2128,Single Fam Dwelling,Rm - Row Middle,1728,594700,1899,344
25,MONMOUTH ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1317,599600,1900,455
27,MONMOUTH ST,East Boston,2128,Single Fam Dwelling,Cv - Conventional,1594,558900,1900,350
33,MONMOUTH ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1498,473100,1900,315
49,MONMOUTH ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,2504,523200,1880,208
53,MONMOUTH ST,East Boston,2128,Single Fam Dwelling,Cv - Conventional,1820,451600,1880,248
55,MONMOUTH ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1881,654100,1880,347
190,BROOKS ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1538,462300,1870,300
188,BROOKS ST,East Boston,2128,Single Fam Dwelling,Cp - Cape,1232,408000,1880,331
92,EUTAW ST,East Boston,2128,Single Fam Dwelling,Cv - Conventional,1500,386600,1880,257
82,EUTAW ST,East Boston,2128,Single Fam Dwelling,Cv - Conventional,1368,542100,1869,396
68,EUTAW ST,East Boston,2128,Single Fam Dwelling,Cp - Cape,1134,541800,1922,477
56,EUTAW ST,East Boston,2128,Single Fam Dwelling,Re - Row End,1516,549300,1880,362
54,EUTAW ST,East Boston,2128,Single Fam Dwelling,Rm - Row Middle,1227,525300,1880,428
48,EUTAW ST,East Boston,2128,Single Fam Dwelling,Cl - Colonial,1713,445000,1870,259
60,MARION ST,East Boston,2128,Single Fam Dwelling,Rm - Row Middle,1366,434700,1880,318
